,MachineID,OperatingTemperature,VibrationLevel,CycleCount,AmbientTemperature,OperatingHours,FailureProbability,FailureStatus
103,M4,88.05144315980591,0.5954267323499455,6788,29.321176538009023,18,0.6714872759492746,1
104,M2,69.77365623207294,0.4055726902391237,7765,29.132062626182357,15,0.3444552475338344,0
105,M2,101.05353925662976,0.785882826669007,9691,31.12668588304678,6,0.9611514133053118,1
106,M2,70.81409746914818,0.3730352554529083,9383,23.431149385601685,19,0.3501673003495947,0
107,M4,52.46481521143093,0.5366605575318372,1507,34.64277905875026,1,0.305030283020215,0
108,M2,99.57797847233311,0.5449863585041972,6405,33.04681305469705,1,0.7906067405155653,1
109,M3,80.25760669601273,0.7142857273730006,4433,26.955183079651174,13,0.7368726959893587,1
110,M4,47.363173012217246,0.7486074879602493,4750,33.696402785331884,3,0.5656486811911409,0
111,M3,65.80754177427731,0.5571106676939458,5333,19.39348115218981,10,0.5235367229606334,0
112,M4,52.43576606853495,0.6363433826670835,3237,23.5990321895066,21,0.4073291274321926,0
113,M2,42.2076745382476,0.5618219654513343,3608,26.72245510519674,3,0.3087658778063035,0
114,M3,90.67310421436564,0.6577574303845558,3710,26.8605897605399,9,0.5933323290937746,0
115,M4,110.02181738657958,0.4021211092515921,10132,24.448636261681266,8,0.5763170883471053,0
116,M1,41.27774905265609,0.5589794068439058,4517,29.434514963033063,3,0.1572616879274083,0
117,M2,79.21544803915882,0.3801234465426428,5274,25.762942818734142,13,0.46095712607168,0
118,M4,56.88794826463191,0.4665063477157009,6312,22.498903331874907,6,0.3038902493787191,0
119,M1,60.6340024628767,0.3697487095361258,9265,24.74151106765514,13,0.297011655454222,0
120,M4,57.29163744183978,0.6621914535881599,2279,29.79314485368727,23,0.4046585315908202,0
121,M1,51.90920897247796,0.5824454711662592,2036,28.12626458960311,20,0.4005835323148089,0
122,M2,72.55298752820906,0.5002564347607206,6527,30.873697526622745,20,0.4180069333706839,0
123,M3,53.123446100633934,0.6699149130097868,7021,22.58872669000549,12,0.4929629147508077,0
124,M1,76.07138670129251,0.3855908292702851,9256,32.734102044800125,13,0.3247467893708023,0
125,M4,68.06493211316281,0.4509459762519615,9632,36.11847527659216,2,0.3846398614287608,0
126,M2,65.16409860394701,0.365485405408267,252,28.11173570763273,21,0.2705889610489271,0
127,M1,51.512388405533535,0.3217720084093654,8481,19.282737998994897,23,0.1180115903301711,0
128,M4,57.78920014983006,0.510673613050204,8620,17.543868429314053,16,0.3205961726201751,0
129,M4,86.26312492803682,0.5225941109817581,8191,23.36823681969028,23,0.4726036482368387,0
130,M4,78.62946674285459,0.7469813168395393,10450,23.08230850680877,6,0.6567422115509277,1
131,M1,50.74895192954027,0.4543927232347781,4191,21.9973060745856,19,0.3563476979050986,0
132,M1,71.63152445309403,0.3941954576994442,6554,31.00297202789594,21,0.3064094145745166,0
133,M1,85.44256694947165,0.7449961484244902,9189,24.805091261043792,13,0.7451614278742416,1
134,M3,36.27031774535421,0.6158772483305921,3458,21.804445098480443,17,0.3622658771185328,0
135,M1,81.73439690951764,0.4413011476621981,8023,26.783632050783925,23,0.5315791011592776,0
136,M1,55.807822222830914,0.4127996113725207,4205,20.68474036420757,9,0.2886414520552827,0
137,M1,82.56952656353849,0.4204845688115179,8460,30.91123508441186,17,0.3740779635563558,0
138,M3,54.70601417447524,0.4773891871370617,7516,16.38244890425263,2,0.2640053730496157,0
139,M1,32.57385545769449,0.6425008468874697,1757,25.582156160046097,19,0.3222967168377166,0
140,M4,38.12936669823957,0.6494081834160517,6232,25.394388078203495,19,0.4756661564584766,0
141,M1,70.76284918970998,0.6673185145731838,1402,29.923509931787617,7,0.5888404932799218,0
142,M4,73.48661210829009,0.4038218924265563,2723,22.04674005098998,22,0.3571792107123336,0
143,M4,52.2461355816707,0.4010361563532834,3469,17.71383059478346,10,0.1665604408577392,0
144,M4,83.77844489082517,0.5167492345462974,2356,29.87252232034964,10,0.4787130224290882,0
145,M3,38.05173449498093,0.2821130624355696,1013,17.33948782258991,20,0.0114293128083318,0
146,M3,68.3000521444539,0.6102259529566125,2758,32.24704773564704,9,0.4246462267285751,0
147,M3,45.92499406007661,0.3999579438620138,2395,25.05701020130183,17,0.2247707888197881,0
148,M1,57.01381418674973,0.4463153006626494,6905,34.66452079391474,15,0.2795388900619167,0
149,M4,72.43777605789963,0.2983844150571049,32,20.58126402947748,2,0.2170649118656992,0
150,M3,51.98124411194764,0.6430701124497853,2953,20.786283330019664,4,0.3456848232983356,0
151,M3,61.84422966319895,0.4766498164148298,3128,12.225946747829076,19,0.2724844263268083,0
152,M1,89.291135874839,0.3505427976604517,5754,22.659661061865016,17,0.3921850989461098,0
153,M3,57.01301208642414,0.1987880142058164,5106,24.309926830592293,5,0.0770549540709847,0
154,M1,86.96162942235492,0.5903113781939628,9235,17.358427888848468,7,0.4889042392136922,0
155,M2,49.00716123862522,0.6299113780804728,1016,22.34357254771121,18,0.4781186817081607,0
156,M3,80.3975990997906,0.577903512843259,6416,13.06350853120258,21,0.6669333336496188,1
157,M2,97.94947579161489,0.4688407174645635,7241,28.099904306663017,22,0.5214144855053208,0
158,M1,20.75396969968628,0.4554608123342129,4474,27.3737694700482,7,0.0686897298031795,0
159,M4,54.65121306936312,0.5801791542769954,10008,23.82542205462606,17,0.3663614971383629,0
160,M3,81.38507940617423,0.4337927441247684,6845,33.850532864458984,7,0.3732186068957504,0
161,M1,67.34262761109431,0.6187144725186365,1840,30.903630599928476,4,0.39430677258028,0
162,M4,76.61055557313865,0.4907011533196673,3851,33.03363798011938,8,0.5329883042165144,0
163,M4,57.63332662917123,0.5625531626561642,7461,25.79779180549434,13,0.4836627077321335,0
164,M2,72.02778365430096,0.523094759049314,7541,20.819094952720725,4,0.3935149505215253,0
165,M1,67.27941904477625,0.4243513498965814,925,24.98210055922579,6,0.3302010295877044,0
166,M4,93.4028693254943,0.3393723426613757,2175,16.672097493402806,5,0.4183208787264786,0
167,M3,73.80999694366712,0.5106041922102775,4506,26.715765690108405,12,0.3329422917704739,0
168,M3,79.09006464571037,0.3963550042266329,7964,23.24381062268507,4,0.4121339931405444,0
169,M2,61.52649076250455,0.5191729488260856,1891,29.685007941934725,9,0.3780251574990121,0
170,M4,60.35814303713479,0.5883900900617547,2659,29.965673346897766,4,0.4462781547832052,0
171,M1,61.96559733678056,0.4851389370301294,1616,31.225192570373054,19,0.2411310494186714,0
172,M3,77.2525374849164,0.5558287039818286,6359,18.701207934876543,14,0.6372594367457921,1
173,M4,61.63723680446552,0.4936613974710556,9542,32.17710149554981,5,0.3279693332072372,0
174,M4,75.11830690027497,0.4533444176521525,7928,30.60059939785241,18,0.4377154229869236,0
175,M2,111.923566714383,0.4566593927148402,3713,22.44079987848972,10,0.5627191480439637,0
176,M3,87.14647142007829,0.2122355876713628,2550,21.477904311010857,19,0.2663075111080051,0
177,M3,63.74824788394785,0.6670198524453939,3050,17.875377095029332,12,0.4545845708385898,0
178,M1,92.97774109679328,0.5286358887879306,7191,32.37407105983432,18,0.6382492832244164,1
179,M3,61.00957610556277,0.3487682589936828,3065,32.74404805055017,17,0.3175598384769705,0
180,M1,27.87236861958612,0.4672566092354221,7043,18.033049269146616,11,0.1788391859965495,0
181,M3,49.12774370232572,0.5385289162419653,6011,22.857674391963023,3,0.3377970503246502,0
182,M2,30.01063733578475,0.3978631079694612,6741,28.23375248502576,23,0.0454863129554512,0
183,M3,62.662630113486,0.3841739907371244,4737,20.20726194275418,17,0.2893339109495373,0
184,M1,69.8341273118281,0.517494161606479,1200,32.639107029402226,1,0.4796888611276327,0
185,M1,103.67965720913072,0.4225999528685243,6775,25.741003657488594,15,0.4752465201073693,0
186,M2,76.58315519971754,0.4605945373185526,10046,26.406989850289133,9,0.4751700983786284,0
187,M3,66.8750691923038,0.3553926474680749,9900,29.554734002727084,15,0.246587953043184,0
188,M3,89.1824218084439,0.538710439069902,5501,27.858052474066778,3,0.5501477851611107,0
189,M2,26.914832832992936,0.5073148285873997,5860,21.212172865140605,22,0.1515786676625646,0
190,M3,74.25918357279622,0.300994407890319,9519,15.010223123375775,19,0.2660637330926378,0
191,M3,84.92391312802944,0.570124216111989,5298,31.32049319800317,13,0.6348719016377473,1
192,M1,41.29693812675888,0.4432855644078097,8927,31.88425452525767,12,0.1667135623034113,0
193,M3,91.19173616956574,0.3741749636400726,9705,22.92881543513024,20,0.4478702889272029,0
194,M3,76.45472522372481,0.4520584602171356,7736,23.58900300336506,1,0.458377737418937,0
195,M2,61.456088786940114,0.6762537343354558,5731,28.172273952574493,21,0.4951097529783128,0
196,M2,83.23976880694451,0.4228225871711194,3098,25.78742785865644,17,0.3530175223822428,0
197,M4,116.0277235022287,0.5945431047730643,9616,26.12626408766724,13,0.690217624957141,1
198,M1,72.89276456077688,0.5820800325939046,8665,21.325583779054767,1,0.468773081046643,0
199,M3,74.55003906430153,0.5059033781447394,2670,29.434843119912983,10,0.5039560078533832,0
200,M3,61.25788626402783,0.5224626175307222,5104,25.10725002081185,15,0.3594755743814463,0
201,M4,52.2041919547854,0.4125158033557554,1057,25.76053782894998,7,0.2375385089881503,0
202,M3,87.81283476565919,0.3346604980992138,4497,23.76984502874383,22,0.4048749517573046,0
203,M1,53.487498715262895,0.4862544186511383,6111,28.47950616511438,18,0.3067087691086257,0
204,M4,71.6028342925827,0.4418627425663954,7134,24.909548813181814,16,0.2995769369387535,0
205,M1,60.83779166297859,0.2216105871899146,8926,27.70471607682301,14,0.0990308936168073,0
206,M4,79.11270589798704,0.4741112738528282,5637,15.260240467670624,18,0.4974396219693402,0
207,M4,76.04695068355134,0.5662764053479827,9306,31.696059334631,7,0.5589259580644219,0
208,M2,90.32607666901929,0.2565634271787171,3968,28.67546774095484,17,0.3052460580689551,0
209,M1,60.2996387151649,0.314571306830464,4360,17.10838044881776,18,0.2157310262265645,0
210,M3,64.80351627484123,0.5975740443629505,5047,21.06500965786146,12,0.4298977234606955,0
211,M3,50.00201122466114,0.6943127956582322,867,26.1927222021211,8,0.5501809014836821,0
212,M1,61.86371654178542,0.4325496277209379,2909,15.489284695837494,22,0.3273831348973643,0
213,M3,77.37206343856089,0.3548410261900331,8096,30.03715554059957,2,0.3719971296339288,0
214,M3,84.44646158731787,0.5367435531355965,5796,24.02993203766517,7,0.4648333774123374,0
215,M1,51.811035025746015,0.6184469903075326,9043,32.85162849364949,4,0.4825900166095588,0
216,M4,86.37908889049037,0.494921183535367,2532,23.865489857211237,18,0.4184537770067235,0
217,M1,95.42553342616333,0.4986885733301104,6341,18.86285370993065,6,0.4725491678889981,0
218,M4,78.26359348890875,0.5028480614245929,4806,24.54113053516725,9,0.3917529410965888,0
219,M3,106.87850245745044,0.3779955518432542,8323,23.816537863390995,9,0.5304000812173333,0
220,M3,54.27006166525869,0.3873746756211155,1822,19.897047096799888,14,0.3068234805956222,0
221,M3,44.140173015627205,0.6781176610736975,4747,40.90396213106347,8,0.4824787257732426,0
222,M2,35.634527161616994,0.6368867458005303,1215,22.654719925244592,19,0.2088325709653054,0
223,M4,99.25939348585553,0.47299514587868,1309,15.15864153339816,3,0.5115723723300903,0
224,M2,82.65531374891034,0.3713280971684882,7397,33.80051986206453,18,0.4493412711066893,0
225,M2,69.26618984937413,0.3099369943088284,6699,22.68172710962464,5,0.2332296370273572,0
226,M1,74.22275822807373,0.5791243139763758,4590,24.126134785590978,14,0.5344326263638103,0
227,M2,46.03966928078376,0.4373168519277299,2733,23.53704178301509,4,0.2499253484648357,0
228,M1,119.29599242802992,0.353754310241943,5963,22.23198099408153,7,0.6740527384035317,1
229,M1,72.13947600904238,0.81441821827373,6824,16.985309454581035,20,0.9130928707596538,1
230,M2,71.2864007852037,0.4906314785186872,5792,19.27765894137019,12,0.4377227829703297,0
231,M4,85.11870565092116,0.5134554780354774,6134,24.84319719822633,2,0.4040899464215008,0
232,M4,78.80826297562628,0.4624159147785854,1931,21.49211601708173,11,0.3840099600994201,0
233,M4,74.2031681860337,0.6383235157645951,773,27.539617079212125,14,0.5463113814832341,0
234,M4,53.29438042312125,0.5053727338789735,2464,28.01496829244236,22,0.3087728226170453,0
235,M4,79.73280432896973,0.3608588673269559,4264,21.897619186272895,23,0.300178052397808,0
236,M2,108.97256612221744,0.5093079290394131,7109,26.141079304198666,16,0.7412196480986357,1
237,M2,95.04736099376744,0.3811772761850361,9712,24.395696856687145,20,0.4923539099236251,0
238,M3,101.97639022153858,0.7417605126877223,2250,21.561913848461053,6,0.8264005335649759,1
239,M4,60.63227491326265,0.6184779050579746,8054,27.84774666551996,23,0.4801312349072047,0
240,M2,49.78642584752261,0.4353424645399992,4501,25.44398852846248,4,0.2301380382953422,0
241,M3,66.35321922371115,0.652410198246805,4890,19.469504939900244,15,0.5402715491123047,0
242,M4,71.53546177290129,0.53207864654477,7948,19.95351336416606,1,0.4097640081943004,0
243,M1,92.88548387279609,0.6848220991594323,4700,18.856613015700702,7,0.6184003124017592,1
244,M3,37.04122958334908,0.5566265989237265,5190,38.00649372420119,12,0.2733093450336624,0
245,M2,100.95691572712713,0.3622389557253976,8557,27.344767833617347,10,0.4983462478828613,0
246,M1,66.93775576602884,0.4298601926224704,1371,16.875446651680086,5,0.2806273605820212,0
247,M1,60.563366045667294,0.6333743631141849,7284,27.62849710116518,12,0.4797779047089588,0
248,M1,50.62315744514059,0.5163054173607811,4552,32.12964757418001,18,0.2459241363607043,0
249,M3,37.71282337603712,0.3788835600694064,1362,25.658260219570945,10,0.1504296668235318,0
250,M2,85.32535336058302,0.4171730780396553,5630,33.25061856891123,6,0.4002588495502471,0
251,M1,71.83083907161456,0.4974971601844402,833,12.294519522085237,12,0.4248386909876852,0
252,M4,44.85360588069871,0.6779208956933424,6353,9.644745064234348,7,0.5292353197836851,0
253,M1,44.98053833080319,0.4355386897867423,4950,23.945248636673725,18,0.1402364023364938,0
254,M1,63.20931639507021,0.5397343726388708,6360,26.680560118119413,2,0.3614801235322533,0
255,M3,102.52286293164173,0.607314432481665,4873,11.36682664794588,10,0.7611352539183637,1
256,M3,64.30605679286386,0.4841437598234243,4314,19.62926416622441,15,0.3500558877330479,0
257,M2,38.92989107918192,0.5184330898689308,5434,18.24933361150685,12,0.2754338703428273,0
258,M4,65.03407805316613,0.5383457966831504,2889,18.21748157793372,17,0.2404658005128833,0
259,M3,64.2986432084779,0.556748618043033,8204,18.96015358699288,4,0.4120000089590093,0
260,M1,18.20730356193728,0.4393114939359056,9973,26.880557469403158,7,0.1042511853331545,0
261,M2,69.80877981208188,0.6646813568790426,4559,19.070025218688876,9,0.4986846118055457,0
262,M1,66.35085746271554,0.6866116734406401,9138,22.713966310128825,19,0.5212980823945094,0
263,M1,84.3954797870961,0.8485398997280381,3046,19.138242033187847,23,0.8465359466278571,1
264,M3,106.61180425223836,0.6623630014468623,3377,31.391486857164363,7,0.6884954049759597,1
265,M2,92.25591063213707,0.5679653758015231,3680,30.48212237519246,23,0.561114245726068,0
266,M4,64.43835688908676,0.5019458429688272,4120,13.556275693621446,2,0.3671349353558001,0
267,M4,48.05771509786773,0.4545525323387152,7479,22.39658787296105,6,0.230200717222791,0
268,M3,121.85636587522066,0.519244619265842,6743,25.92149627687737,18,0.7567053444662819,1
269,M3,71.18507730797029,0.4502720906271457,5263,30.099608637418065,6,0.3711904100548491,0
270,M2,69.98798736091578,0.578842937991391,9407,27.875429213841347,13,0.4285593778520833,0
271,M4,68.92338262731194,0.6317957989075947,5643,23.048140950427573,19,0.5597195837273078,0
272,M4,72.56904645757385,0.4479168367128462,4638,15.46294217021733,2,0.304194405796136,0
273,M4,68.3961709265678,0.647813683851954,7485,29.999599586750545,12,0.5298551560667487,0
274,M1,60.732289430660686,0.5767787585778824,4398,27.461725479561288,15,0.4903857534103646,0
275,M4,60.2621579561204,0.4023343138077779,9111,26.78686633157345,14,0.3273531274386126,0
276,M1,68.08586896974928,0.2259813617648872,3315,23.0833144099582,6,0.1864302138272498,0
277,M2,59.9185211469656,0.4178824829040173,684,18.21580374400701,18,0.2394305865480878,0
278,M1,56.766860648077525,0.6364158596695048,6936,29.83113543934536,5,0.4841491238128659,0
279,M2,71.72516685521657,0.4652981774028926,2209,27.69605484077548,18,0.3850756246455442,0
280,M4,65.38938289122191,0.435223034107564,877,25.854620112274127,3,0.2337691774606352,0
281,M4,99.62355673913116,0.4231382481563303,9239,26.39016247201774,3,0.5321827650959925,0
282,M2,18.509532826953503,0.5969098745596525,7503,16.706679185730856,22,0.2161453614597559,0
283,M3,92.19550796066456,0.5605524408532323,6470,22.260896717865613,22,0.59080758108272,0
284,M2,94.00454835858152,0.5628284446723999,9385,24.326664382406676,10,0.523793972345126,0
285,M3,29.202003449846348,0.4145555125635176,6361,14.1987958197837,19,0.125197768377511,0
286,M1,64.20502879188328,0.571245139653353,4228,25.304903069236573,3,0.3062932289131231,0
287,M1,62.769314331220045,0.3780414889131694,8062,29.293000220229768,12,0.2636439343420425,0
288,M1,42.32920779738684,0.5945347244289036,9529,26.16140132062779,16,0.4580397171545836,0
289,M4,54.3739128189537,0.4569222035575391,3373,21.30890048626826,17,0.2652805786773818,0
290,M1,46.6542026375372,0.78372280951439,1578,25.923465083245997,7,0.4113069340299565,0
291,M3,104.89367511005196,0.6968918669431764,1550,24.67216040473009,13,0.7866253289712584,1
292,M1,89.23660749591278,0.6299792949868591,8795,23.87795923970169,2,0.6353922983207201,1
293,M2,95.30307503189994,0.4965973118102711,1840,19.206087340113545,4,0.480794206672946,0
294,M2,85.23420670760429,0.5018933358085456,6951,27.453023793216417,10,0.5306787916421224,0
295,M4,47.02678301445784,0.5138826581792013,5365,21.30584917662378,7,0.2650948532591629,0
296,M2,59.183003846953696,0.4097549289428433,5843,26.037990189958567,17,0.2441585637054491,0
297,M3,80.61861122255227,0.6228892656043808,624,26.12427608202897,20,0.4699253002468804,0
298,M1,45.77929633896414,0.3766616350546871,8255,24.930229107277693,6,0.1473855140911673,0
299,M4,83.84824702229217,0.599854111617286,2569,22.72433331235688,19,0.6166822798540915,0
300,M1,66.22729741284593,0.3952983004017045,4784,13.071389397806849,5,0.3003953964019021,0
301,M1,61.81484813105752,0.5271166899310646,3862,27.24239711534032,10,0.371459429359075,0
302,M3,83.49225040505247,0.5429763788305559,4793,25.32875456785244,9,0.5112839995310493,0
